onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
142.1360000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
142.6380000000	n/a	n/a	Trn No Response	n/a	n/a	S105
142.6720000000	n/a	n/a	STATUS	n/a	n/a	S  7
144.7140000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
145.0580000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
145.0660000000	n/a	n/a	FB: +1	n/a	n/a	S  8
147.0880000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
147.5900000000	n/a	n/a	Trn No Response	n/a	n/a	S105
147.6080000000	n/a	n/a	STATUS	n/a	n/a	S  7
149.6320000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
149.9100000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
149.9180000000	n/a	n/a	FB: 0	n/a	n/a	S  9
151.9400000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
152.2700000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
152.2760000000	n/a	n/a	FB: +1	n/a	n/a	S  8
154.2980000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
154.6780000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
154.6860000000	n/a	n/a	FB: 0	n/a	n/a	S  9
156.7100000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
157.0560000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
157.0620000000	n/a	n/a	FB: 0	n/a	n/a	S  9
159.0860000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
159.4400000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
159.4540000000	n/a	n/a	FB: 0	n/a	n/a	S  9
161.4760000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
161.8160000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
161.8300000000	n/a	n/a	FB: +1	n/a	n/a	S  8
163.8520000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
164.1720000000	n/a	n/a	FB: +1	n/a	n/a	S  8
166.1940000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
