onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
147.5600000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
148.0260000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
148.0480000000	n/a	n/a	FB: +1	n/a	n/a	S  8
150.0860000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
150.4960000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
150.5060000000	n/a	n/a	FB: 0	n/a	n/a	S  9
152.5300000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
152.9680000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
152.9820000000	n/a	n/a	FB: +1	n/a	n/a	S  8
155.0080000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
155.4160000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
155.4260000000	n/a	n/a	FB: 0	n/a	n/a	S  9
157.4500000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
157.8680000000	n/a	n/a	FB: 0	n/a	n/a	S  9
159.8920000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
160.3280000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
160.3440000000	n/a	n/a	FB: 0	n/a	n/a	S  9
162.3680000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
162.7040000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
162.7200000000	n/a	n/a	FB: +1	n/a	n/a	S  8
164.7420000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
165.1360000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
165.1620000000	n/a	n/a	STATUS	n/a	n/a	S  6
167.1880000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
167.6880000000	n/a	n/a	Trn No Response	n/a	n/a	S105
167.7060000000	n/a	n/a	STATUS	n/a	n/a	S  7
169.7300000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
170.0320000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
170.0480000000	n/a	n/a	FB: 0	n/a	n/a	S  9
172.0700000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
172.4560000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
172.4740000000	n/a	n/a	FB: +1	n/a	n/a	S  8
174.4960000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
174.8720000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
174.8840000000	n/a	n/a	FB: +1	n/a	n/a	S  8
176.9080000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
177.4000000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
177.4100000000	n/a	n/a	STATUS	n/a	n/a	S  6
179.4340000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
179.8240000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
179.8360000000	n/a	n/a	FB: +1	n/a	n/a	S  8
181.8580000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
182.2640000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
182.2780000000	n/a	n/a	FB: +1	n/a	n/a	S  8
184.3020000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
184.7720000000	n/a	n/a	FB: 0	n/a	n/a	S  9
186.7960000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
187.2320000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
187.2480000000	n/a	n/a	FB: 0	n/a	n/a	S  9
189.2720000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
189.5840000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
189.5900000000	n/a	n/a	FB: 0	n/a	n/a	S  9
191.6120000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
191.9840000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
191.9980000000	n/a	n/a	FB: +1	n/a	n/a	S  8
194.0240000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
194.4420000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
194.4580000000	n/a	n/a	FB: 0	n/a	n/a	S  9
196.4820000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
196.8500000000	n/a	n/a	FB: +1	n/a	n/a	S  8
198.8740000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
199.3540000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
199.3600000000	n/a	n/a	FB: +1	n/a	n/a	S  8
201.3820000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
201.7860000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
201.8040000000	n/a	n/a	FB: 0	n/a	n/a	S  9
203.8280000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
204.2900000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
204.3120000000	n/a	n/a	FB: 0	n/a	n/a	S  9
206.3380000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
206.7140000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
206.7220000000	n/a	n/a	FB: 0	n/a	n/a	S  9
208.7460000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
209.1320000000	n/a	n/a	FB: 0	n/a	n/a	S  9
211.1540000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
211.4820000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
211.4900000000	n/a	n/a	FB: +1	n/a	n/a	S  8
213.5120000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
213.9380000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
213.9500000000	n/a	n/a	FB: +1	n/a	n/a	S  8
215.9740000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
216.3300000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
216.3420000000	n/a	n/a	FB: +1	n/a	n/a	S  8
218.3640000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
218.8660000000	n/a	n/a	Trn No Response	n/a	n/a	S105
218.8860000000	n/a	n/a	STATUS	n/a	n/a	S  7
220.9100000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
221.2900000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
221.2960000000	n/a	n/a	FB: 0	n/a	n/a	S  9
223.3180000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
223.6360000000	n/a	n/a	FB: 0	n/a	n/a	S  9
225.6600000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
225.9620000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
225.9800000000	n/a	n/a	STATUS	n/a	n/a	S  6
228.0040000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
228.4380000000	n/a	n/a	FB: +1	n/a	n/a	S  8
230.4620000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
230.8340000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
230.8480000000	n/a	n/a	FB: +1	n/a	n/a	S  8
232.8720000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
233.2180000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
233.2240000000	n/a	n/a	FB: +1	n/a	n/a	S  8
235.2460000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
235.6100000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
235.6160000000	n/a	n/a	FB: 0	n/a	n/a	S  9
237.6380000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
237.9860000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
237.9920000000	n/a	n/a	FB: +1	n/a	n/a	S  8
240.0140000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
240.5160000000	n/a	n/a	Trn No Response	n/a	n/a	S105
240.5340000000	n/a	n/a	STATUS	n/a	n/a	S  7
242.5600000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
242.9460000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
242.9600000000	n/a	n/a	FB: +1	n/a	n/a	S  8
244.9860000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
245.3300000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
245.3360000000	n/a	n/a	FB: 0	n/a	n/a	S  9
247.3620000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
247.7060000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
247.7120000000	n/a	n/a	FB: +1	n/a	n/a	S  8
249.7360000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
250.1460000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
250.1560000000	n/a	n/a	FB: 0	n/a	n/a	S  9
252.1800000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
252.5800000000	n/a	n/a	FB: 0	n/a	n/a	S  9
254.6060000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
254.9940000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
255.0080000000	n/a	n/a	FB: 0	n/a	n/a	S  9
257.0300000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
257.3940000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
257.4000000000	n/a	n/a	FB: +1	n/a	n/a	S  8
259.4220000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
259.7580000000	n/a	n/a	FB: +1	n/a	n/a	S  8
261.7820000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
262.2040000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
262.2180000000	n/a	n/a	FB: +1	n/a	n/a	S  8
264.2420000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
264.6120000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
264.6280000000	n/a	n/a	FB: +1	n/a	n/a	S  8
266.6500000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
267.0680000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
267.0860000000	n/a	n/a	STATUS	n/a	n/a	S  6
269.1120000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
269.5800000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
269.5960000000	n/a	n/a	FB: 0	n/a	n/a	S  9
271.6200000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
272.0060000000	n/a	n/a	FB: +1	n/a	n/a	S  8
274.0300000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
274.3640000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
274.3820000000	n/a	n/a	FB: +1	n/a	n/a	S  8
276.4060000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
276.8240000000	n/a	n/a	FB: 0	n/a	n/a	S  9
278.8480000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
279.3240000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
279.3340000000	n/a	n/a	STATUS	n/a	n/a	S  6
281.3580000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
281.8580000000	n/a	n/a	Trn No Response	n/a	n/a	S105
281.8760000000	n/a	n/a	STATUS	n/a	n/a	S  7
283.9020000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
284.2920000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
284.3020000000	n/a	n/a	FB: +1	n/a	n/a	S  8
286.3260000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
286.7120000000	n/a	n/a	FB: 0	n/a	n/a	S  9
288.7360000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
289.1560000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
289.1720000000	n/a	n/a	FB: 0	n/a	n/a	S  9
291.1940000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
291.5880000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
291.5980000000	n/a	n/a	FB: +1	n/a	n/a	S  8
293.6220000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
293.9480000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
293.9560000000	n/a	n/a	FB: +1	n/a	n/a	S  8
295.9800000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
296.3400000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
296.3480000000	n/a	n/a	FB: +1	n/a	n/a	S  8
298.3740000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
298.7080000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
298.7240000000	n/a	n/a	FB: 0	n/a	n/a	S  9
300.7480000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
301.0600000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
301.0660000000	n/a	n/a	FB: 0	n/a	n/a	S  9
303.0920000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
303.4520000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
303.4600000000	n/a	n/a	FB: +1	n/a	n/a	S  8
305.4840000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
305.8200000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
305.8360000000	n/a	n/a	FB: 0	n/a	n/a	S  9
307.8600000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
308.2840000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
308.2940000000	n/a	n/a	FB: +1	n/a	n/a	S  8
310.3180000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
310.8200000000	n/a	n/a	Trn No Response	n/a	n/a	S105
310.8380000000	n/a	n/a	STATUS	n/a	n/a	S  7
